al.Manufacturer,al.Model Number,al.Product Type,al.IP Address,al.MAC Address,al.PO Number,acc.Account Name,Lifecycle Asset Type,lm.Building Name,lm.Room Name,lm.Room Code,Install Date,Replacement Year
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.80.41.141,00:10:7f:97:cc:05,,University of Utah,Classroom,WBB,WBB 207 - F,207 - F,"Jan 01, 2019",2026
WolfVision,VZ-C12,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.72.40.18,c6.42.68.57.17.e1,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Hall Technologies,USB 2.0 over Cat6,Accessory,,,,University of Utah,Classroom,JTB,JTB 110,110,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2938,2938,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,MLIB,MLIB 1725-F,1725-F,"Jan 01, 2019",2026
ViewSonic,VS18185,Display,,,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
Crestron,TSW-1060,User Interface,10.72.36.42,00.10.7f.c0.09.cb,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.80.34.137,00.10.7f.b4.c2.5a,,University of Utah,Classroom,JTB,JTB 110,110,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.36.196,00:10:7f:97:2e:a3,,University of Utah,Classroom,HSEB,HSEB 2931,2931,"Jan 01, 2019",2026
12,,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Hall Technologies,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
AtlasIED,FAP42,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Crestron,AMP-225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 110,110,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf GS105,GS105,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 5C050,5C050,"Mar 28, 2024",2030
Polycom,G7500 Codec w/ wall mount,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 5N201,5N201,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 1C106,1C106,"Mar 28, 2024",2030
Middle Atlantic,PD-920R-SP,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Samsung,QB65R,Display,,,,University Health Care,Conference Room,Helix,Small Conf 3C106,3C106,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 1C204,1C204,"Mar 28, 2024",2030
Polycom,G7500 Codec w/ wall mount,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 1C115,1C115,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Small Conf 2C108,2C108,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Medium Conf 3C050,3C050,"Mar 28, 2024",2030
Biamp,TesiraFORTE DAN CI,Accessory,,,,University Health Care,Conference Room,Helix,Large Conf 2C115,2C115,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5S137,5S137,"Mar 28, 2024",2030
Samsung,QM55R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 4C106,4C106,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 1N131,1N131,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle GS101,GS101,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 5C2000,5C2000,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 4N136,4N136,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 3N113,3N113,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 2S101,2S101,"Mar 28, 2024",2030
Crestron,CP4N,Control Processor,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3S220,3S220,"Mar 28, 2024",2030
Barco,CSE200,Wireless Presentation,,,4573172293,Henkel of America,,,Maintenance Planning,,"Dec 31, 2019",2026
Epiphan,Pearl-2 Rackmount,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Shure,SBRC,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,MEB,MEB 2325,2325,"Jan 01, 2019",2026
,Router,Networking,,,,Clearvista,Training Room,Headquarters,MDF,205,"Oct 01, 2024",2029
NHT,2 on Front wall and 2 on back wall,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.66,00.10.7f.a0.fe.d1,,University of Utah,Classroom,GC,GC 3680,3680,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.34.150,00.10.7f.8d.6a.d9,,University of Utah,Classroom,JTB,JTB 140,140,"Jan 01, 2019",2026
Crestron,C2N-IO,Accessory,,,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2008,"Jan 01, 2019",2026
Shure,MX202W-A/C,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 3420,3420,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2969,2969,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.35.12,00.10.7f.c5.09.0a,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
Epson,EB-L690U,Display,10.88.40.79,58.05.d9.1a.f2.75,,University of Utah,Classroom,BUC,BUC 303 - F,303 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.68,00.10.7f.a3.22.bd,,University of Utah,Classroom,GC,GC 3700,3700,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,c4.42.68.6e.28.e4,,University of Utah,Classroom,JTB,JTB 310,310,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,Accessory,,c4.42.68.08.55.9b,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2008,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 3515A,3515A,"Jan 01, 2019",2026
,,"TX, RX, Scaler",10.72.36.229,,,University of Utah,Classroom,HSEB,HSEB 2971,2971,"Jan 01, 2019",2026
,,Audio (Microphone),,,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.4.22,00.10.7f.a0.f6.68,,University of Utah,Classroom,GC,GC 1560,1560,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 4020,4020,"Jan 01, 2019",2026
Rocware,,Audio (Microphone),,,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
Panasonic,PTMZ882WU7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2110,2110,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.207,00.10.7f.de.86.89,,University of Utah,Classroom,HSEB,HSEB 2957,2957,"Jan 01, 2019",2026
Crestron,CEN-POE-5,Networking,,,,University of Utah,Classroom,SW,SW 137,137,"Jan 01, 2019",2026
Sharp,LC-80LE650U,Display,,,,University of Utah,Classroom,MLIB,MLIB 1715 - F,1715 - F,"Jan 01, 2019",2026
Shure,MX202,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 3660,3660,"Jan 01, 2019",2026
Crestron,PODM (Power Supply),Accessory,,,,University of Utah,Classroom,GC,GC 5680,5680,"Jan 01, 2019",2026
Crestron,DM-RMC-SCALER-C,Accessory,,00.10.7f.5f.d8.a5,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2004,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",10.72.36.100,,,University of Utah,Classroom,HSEB,HSEB 3420,3420,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 2971,2971,"Jan 01, 2019",2026
Yealink,YEA-A50-031,Camera,,,,Onset Financial,Conference Room,St. George Office,CEO Room,,"Jul 28, 2025",2032
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,236,"Oct 24, 2023",2030
Panasonic,PT-VMZ51,Display,,,U000613719,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24302M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",192.168.0.225,c4.42.68.83.1f.4a,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classroom A/V,,"Oct 24, 2023",2030
Kramer Electronics,MV-4X,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Classroom AV,301,"Oct 24, 2023",2030
Crestron,RMC3,Control Processor,10.88.35.20,00.10.7f.cb.8a.a1,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24302M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",192.168.0.219,c4.42.68.82.13.0b,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Sony,FW75BZ40L,Display,,,,Weber State University,Classroom,McKay Engineering,TV on Rolling Cart,005,"Oct 24, 2023",2030
Sony,FW55BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,323,"Oct 24, 2023",2030
Crestron,HD-TXC-4KZ-101,"TX, RX, Scaler",,,U000613719,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Lobby,200,"Jan 03, 2025",2032
Crestron,Crestron DM-NVX-D30,"TX, RX, Scaler",192.168.0.55,c4.42.68.81.2d.26,,University of Utah,Classroom,HSEB,HSEB 5100C ZR,5100C ZR,"Jan 01, 2019",2026
Peerless-AV,SR560M,Accessory,,,,Weber State University,Classroom,McKay Engineering,TV on Rolling Cart,005,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,324,"Oct 24, 2023",2030
AtlasIED,FAP42T,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 340,340,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,DM-RMC-4KZ-Scaler-C,"TX, RX, Scaler",,00.10.7f.ee.ed.14,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
WattBox,WB-11-LIGHT,Accessory,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
Kramer Electronics,PA-120Z,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Kramer Electronics,PA-120Z,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Sennheiser,TEAMCONNECTCEIL,Audio (Microphone),,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Da-Lite,70288,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Da-Lite,70288,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Crestron,TSW-760,User Interface,10.88.35.7,00.10.7f.c5.08.ee,,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
,LWMSB,Accessory,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Shure,MX202B/C,Audio (Microphone),,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Lumens,VC-R30B,Camera,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Shure,MX202B/C,Audio (Microphone),,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Panasonic,PT-VMZ62,Display,,,,University of Utah,Classroom,AEB,AEB 320 - F,320 - F,"Jan 01, 2019",2026
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
Crestron,RMC4,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Crestron,RMC4,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Extron,60-000690,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Panasonic,PT-MZ780WU,Display,,,,University of Utah,Classroom,GC,GC 1770,1770,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.35.30,00.10.7f.cb.86.4a,,University of Utah,Classroom,AEB,AEB 360 - F,360 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ51U7,Display,,,,University of Utah,Classroom,BEHS,BEHS 106,106,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.40.40,00.10.7f.f0.31.3c,,University of Utah,Classroom,BUC,BUC 207-F,207-F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100,"TX, RX, Scaler",,,,University of Utah,Classroom,BUC,BUC 210 - F,210 - F,"Jan 01, 2019",2026
Panasonic,PT-MZ780,Display,10.88.45.214,B8:20:8E:58:02:E3,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Shure,MX202 W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 1570,1570,"Jan 01, 2019",2026
Magewell,USB Capture,Accessory,,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.32.154,,,University of Utah,Classroom,HPR N,HPR N 226 - F,226 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.72.36.27,00.10.7f.8d.41.44,,University of Utah,Classroom,HSEB,HSEB 1140,1140,"Jan 01, 2019",2026
Magewell,,Accessory,,,,University of Utah,Classroom,GC,GC 1790,1790,"Jan 01, 2019",2026
Hall Technologies,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 101,101,"Jan 01, 2019",2026
Trendnet,TPE-TG44E,Networking,,,,University of Utah,Classroom,BEHS,BEHS 107,107,"Jan 01, 2019",2026
2 ceiling mounted,"8"" Wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 107 - F,107 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ51U7,Display,,,,University of Utah,Classroom,BEHS,BEHS 113,113,"Jan 01, 2019",2026
Da-Lite,Model C,Accessory,,,,University of Utah,Classroom,BUC,BUC 212-F,212-F,"Jan 01, 2019",2026
Panasonic,PT-VMZ51,Display,10.80.41.184,B8.20.8e.57.e8.f3,,University of Utah,Classroom,FASB,FASB 101 - F,101 - F,"Jan 01, 2019",2026
Shure,MX202-W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 2675,2675,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.80.38.30,00.10.7f.cb.96.3f,,University of Utah,Classroom,HEB,HEB 2010 - F,2010 - F,"Jan 01, 2019",2026
Sony,KD-85X80K,Display,,,,University of Utah,Classroom,HPR E,HPR E 206 - F,206 - F,"Jan 01, 2019",2026
Hall Technologies,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 3100C,3100C,"Jan 01, 2019",2026
SurgeX,SX-1120-RT,Accessory,,,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.88.38.20,00.10.7f.eb.cb.d1,,University of Utah,Classroom,BEHS,BEHS 104,104,"Jan 01, 2019",2026
Panasonic,PT-MZ682WU7,Display,,,,University of Utah,Classroom,BEHS,BEHS 109,109,"Jan 01, 2019",2026
Ulink,UL10,Accessory,,,,University of Utah,Classroom,BUC,BUC 203 - F,203 - F,"Jan 01, 2019",2026
Crestron,HD-TXC-4KZ-101-1G-W,"TX, RX, Scaler",,,,University of Utah,Classroom,BEHS,BEHS 114,114,"Jan 01, 2019",2026
Panasonic,PT-RZ370,Display,10.88.40.84,20:C6:EB:79:C5:56,,University of Utah,Classroom,BUC,BUC 304 - F,304 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,FASB,FASB 250 - F,250 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 2781,2781,"Jan 01, 2019",2026
Crestron,Amp-225,Accessory,,,,University of Utah,Classroom,HPR N,HRP N 218 - F,218 - F,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.36.234,00:10:7f:97:2c:28,,University of Utah,Classroom,HSEB,HSEB 1007,1007,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.4.36,00.10.7f.9e.4c.21,,University of Utah,Classroom,GC,GC 1760,1760,"Jan 01, 2019",2026
Crestron,DM-TX-200-C-2G,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 2575,2575,"Jan 01, 2019",2026
Rocware,RM702A,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 105,105,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.40.7,00.10.7f.f0.d3.d8,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,BUC,BUC 206 - F,206 - F,"Jan 01, 2019",2026
Trendnet,,Networking,B039A-B039A,,,University of Utah,Classroom,BEHS,BEHS 116,116,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,CTIHB,CTIHB 101 - F,101 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,FASB,FASB 295 - F,295 - F,"Jan 01, 2019",2026
Chief,PAC501B,Display,,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
Crestron,AMP-225,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 225 - F,225 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 1120,1120,"Jan 01, 2019",2026
Shure,MX418D/S,Audio (Microphone),,,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4k-100-c-1g,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 2600,2600,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100C-1G-W-T,"TX, RX, Scaler",10.72.36.105,,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-D30,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,MCD,MCD 230 - F,230 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.35.155,00.10.7f.81.7f.74,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,DMTX4KZ100C1GW,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 2120,2120,"Jan 01, 2019",2026
Unknow brand,,Accessory,,,,University of Utah,Classroom,JTB,JTB 130,130,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-D30C,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,MCD,MCD 230 - F,230 - F,"Jan 01, 2019",2026
1 mic hanging from ceiling,,Audio (Microphone),,,,University of Utah,Classroom,JWB,JWB 333-F,333-F,"Jan 01, 2019",2026
14,,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HSEB,HSEB 1750,1750,"Jan 01, 2019",2026
MXL,,Audio (Microphone),,,,University of Utah,Classroom,JTB,JTB 130,130,"Jan 01, 2019",2026
Rocware,ROCWARE RC821U,Camera,,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Radio Design Labs,STD-10K,Accessory,,,,University of Utah,Classroom,WBB,WBB 617 - F,617 - F,"Jan 01, 2019",2026
Trendnet,TPE-TG50g/A,Networking,,,,University of Utah,Classroom,JWB,JWB 208 - F,208 - F,"Jan 01, 2019",2026
Trendnet,tpe-tg50g/a,Networking,,,,University of Utah,Classroom,HSEB,HSEB 1750,1750,"Jan 01, 2019",2026
2 mounted in ceiling,"8"" Wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,JTB,JTB 120,120,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 3100A,3100A,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,WBB,WBB 207 - F,207 - F,"Jan 01, 2019",2026
Catchbox,Lapel Clip,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Sennheiser,EW-100,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Sennheiser,EW-100,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Shure,Condenser Gooseneck,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS Aud.,Aud.,"Jan 01, 2019",2026
Polycom,Expansion Microphone,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Medium Conf 1C106,1C106,"Mar 28, 2024",2030
Icron,Raven 3104 Pro,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 3C108,3C108,"Mar 28, 2024",2030
Polycom,Expansion Microphone,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Medium Conf 1C204,1C204,"Mar 28, 2024",2030
